sentence,construction_type,language
Il y a aussi des bons petits resto pas chers du tout.,Existential-CopPred-ThereExpl,french
Peut être une personne qu'elle connaissait avant ses pertes de mémoires ?,Interrogative-Polar-Direct,french
Comment réagira l'armée égyptienne qui subit actuellement de fortes pressions internes et externes visant à lui faire jouer un rôle contre-révolutionnaire ?,Interrogative-Polar-Direct,french
Faut-il interdire le port du voile intégral ?,Interrogative-Polar-Direct,french
"Faut-il alors, demain, donner un prix à l'eau, fixé sur un marché international, comme n'importe quel matière première, pour éviter les gaspillages ?",Interrogative-Polar-Direct,french
cette boulangerie est bien pour les lycéens car il y a des rabais exemple 5 pains aux chocolat pour 2 € !,Existential-CopPred-ThereExpl,french
Il y a le lancement de son livre très controversé SEX et de son film Body of Evidence.,Existential-CopPred-ThereExpl,french
Il y a eu au total 52 mois consécutifs de création d'emplois.,Existential-CopPred-ThereExpl,french
"Le valet, quelque peu inquiet, demande « Que voulez-vous, Madame ?",Interrogative-Polar-Direct,french
"Où la mettre, où ?",Interrogative-Polar-Direct,french
"À vrai dire, peu se soucient des colonies à l'intérieur du territoire français, et l'on ne manqua pas de se demander sérieusement « À quoi bon les colonies ?",Interrogative-Polar-Direct,french
Que penser d'une doctrine aux effets si peu manifestes ?,Interrogative-Polar-Direct,french
"Au rythme auquel arrive le flux migratoire (5 000 quidams en une semaine) le « cas par cas » va flanquer une migraine carabinée à l'administration italienne et... aux instances européennes, dont l'aide consiste en l'envoi de matériel de police pour empêcher les fuyards de prendre la mer !",NPN,french
Ne considérez-vous pas cela comme un désaveu ?,Interrogative-Polar-Direct,french
Quelle est la part des actifs qui utilisent les bus dans l'agglomération vannetaise ?,Interrogative-Polar-Direct,french
"Genève non plus ne soutient plus la compagnie car elle est à nouveau abandonnée, voyant l'offre de Swiss réduite, la desserte historique la reliant à Paris étant dès lors desservie en partage de code par Air France, New York subsiste mais jusqu'à quand ?",Interrogative-Polar-Direct,french
Ces chiffres sont-ils élevés ?,Interrogative-Polar-Direct,french
Il y a eu aussi des équipements spécifiques pour véhicules de secours d'urgence et pour véhicules de réanimation et de chirurgie avec suspension hydropneumatique à l'arrière.,Existential-CopPred-ThereExpl,french
Quel est d'après toi le comble de l'arrogance ?,Interrogative-Polar-Direct,french
Peut-on plaider la légitime défense ?,Interrogative-Polar-Direct,french
Les projets d'incinérateurs et de centrale électrique sont ils définitivement enterrés ?,Interrogative-Polar-Direct,french
"Un vrai petit bar tabac de quartier'à l'ancienne', la patronne est sympa, les habitués sont accoudés au comptoir, pas de pollution sonore et visuelle à coup de'musiques pour jeunes'et de TV, que demander de plus ?",Interrogative-Polar-Direct,french
"Il y a deux ou trois siècles, le Jaunay était un petit fleuve qui se jetait directement en mer, au droit de son parcours terrestre, vers l'endroit de la côte connu sous le nom de Roche-Biron, au nord de Brétignolles-sur-Mer.",Existential-CopPred-ThereExpl,french
Comment expliquer ce phénomène ?,Interrogative-Polar-Direct,french
"« Il y a, puisque vous me commandez de parler, Monsieur, lui dis-je avec feu en tenant mes regards fichés sur les siens qui ne les purent soutenir, que vous êtes en train de perdre auprès de tous le peu d'estime et de considération--ce furent là les termes dont je me servis--qu'a gardé pour vous le gros du monde.",Existential-CopPred-ThereExpl,french
"À l'époque de la solidarité avec l'Afrique australe, les anciennes colonies portugaises, l'Afrique du Sud, la Namibie etc, il y avait un autre rapport de forces aux Nations unies, et ce rapport de forces permettait notamment au mouvement des Non-Alignés de faire prévaloir une ligne politique qui allait franchement dans le sens des intérêts des peuples concernés.",Existential-CopPred-ThereExpl,french
"Il n'est pas bien accueilli car, pour une fois, il y a une chanson sur une création de Tangerine Dream.",Existential-CopPred-ThereExpl,french
"Wood réalise son rêve en étant à la fois acteur, scénariste, réalisateur et producteur de Glen or Glenda ?",Interrogative-Polar-Direct,french
Pourquoi ne lui fait-on pas confiance ?,Interrogative-Polar-Direct,french
Quels en ont été les progrès jusqu'à la mort de Jules César ?,Interrogative-Polar-Direct,french
"Parce que dans Sa grande puissance, Il avait créé Auschwitz, Birkenau, Buna, et tant d'usines de la mort ?",Interrogative-Polar-Direct,french
"Au vu de la situation actuelle, quelle issue augurez-vous à ce conflit ?",Interrogative-Polar-Direct,french
Il y aura une suite à ce film attendue pour 2012 et mettra en vedette Alexis Bledel et Anthony Calla.,Existential-CopPred-ThereExpl,french
"Par ailleurs, le SPVM soutient qu'aux emplacements où un nombre plus important de vols de ces équipements a été noté, il y aura une présence policière accrue.",Existential-CopPred-ThereExpl,french
Le musée de la Forêt de Renwez montre ce qu'était cette activité il y a encore un siècle.,Existential-CopPred-ThereExpl,french
Clemenceau lui rétorqua : « il y a aussi des jésuites rouges ».,Existential-CopPred-ThereExpl,french
"Plus récemment, il a travaillé derrière la caméra, en s'occupant du son sur le film Who's Your Daddy ?",Interrogative-Polar-Direct,french
"Mardi 2 février à 20H00 au Centre Saint Paul (12 rue Saint Joseph--75002 Paris), conférence de Kostas Mavrakis : "" Le marxisme a-t-il un avenir ?",Interrogative-Polar-Direct,french
"Le quotidien Libération posera ouvertement la question : « L'usine à gaz politico-estudiantine mise en place depuis vingt ans par Julien Dray, au-delà de l'agitation mouvementiste, aurait-elle contribué à l'enrichissement personnel de son mentor ?",Interrogative-Polar-Direct,french
"L'Éternel [...] se taisait, de quoi allais-je Le remercier ?",Interrogative-Polar-Direct,french
« À qui appartiennent les terres ?,Interrogative-Polar-Direct,french
"Rosie et Marco, deux chefs cuisiniers rivaux de « food trucks », ont une aventure et se retrouvent face à un dilemme : que faire quand votre premier enfant s'annonce avant votre premier rendez-vous ?",Interrogative-Polar-Direct,french
"Mais ce n'est pas la première fois qu'il y a une alerte à l'anthrax à Fribourg, selon lui.",Existential-CopPred-ThereExpl,french
Le président de la Ligue a fait le contraire de ce qu'il avait dit il y a une semaine.,Existential-CopPred-ThereExpl,french
"1, le début du prologue de Jean est centré sur ce mot, « verbe » (verbum) en langue grecque (langue dans laquelle l'Évangile fut écrit) logos, il y a la synthèse de toute la profondeur et la force de la relation entre mot--son--divinité.",Existential-CopPred-ThereExpl,french
Quelle est la raison de ce retard peu compréhensible ?,Interrogative-Polar-Direct,french
Allez-vous participer au forum Libération qui se tiendra à Lyon du 25 au 27 novembre ?,Interrogative-Polar-Direct,french
Il y a un étang dans le lieu-dit de Périgny (visible par satellite).,Existential-CopPred-ThereExpl,french
Il y a alors trans-phosphorylation au niveau de certains résidus tyrosines du récepteur (activité tyrosine kinase intrinsèque du récepteur).,Existential-CopPred-ThereExpl,french
"Le KS360, premier mobile sous Androïd ?",Interrogative-Polar-Direct,french
Y a-t-il eu des réactions au niveau du Maroc ?,Interrogative-Polar-Direct,french
Dans le documentaire Marchands d'anthrax : vers une guerre bactériologique ?,Interrogative-Polar-Direct,french
"D'où une nouvelle énigme de la perspective, s'il n'y avait ni Dieu ni personnage ni bâtiment, qu'y aurait-il ?",Interrogative-Polar-Direct,french
"S & S Arrow a récemment construit les secondes montagnes russes de ce type, Eejanaika (signifiant « N'est-ce pas fantastique ?",Interrogative-Polar-Direct,french
Créateur religieux et symboliste ?,Interrogative-Polar-Direct,french
Le cadre est classique et peut être bruyant si il y a beaucoup de monde.,Existential-CopPred-ThereExpl,french
"On y a découvert la date 1114 lors d'une restauration en 1908, mais faut-il s'y fier ?",Interrogative-Polar-Direct,french
你在找些什麼？,Interrogative-WHInfo-Direct,chinese
豪仔今晚點來吃飯嗎？,Interrogative-Polar-Direct,chinese
爺爺，我可以去看新一集龍珠嗎？,Interrogative-Polar-Direct,chinese
弄好沒有嗎？,Interrogative-Polar-Direct,chinese
多少？,Interrogative-WHInfo-Direct,chinese
有什麼事？,Interrogative-WHInfo-Direct,chinese
你洗手了嗎？,Interrogative-Polar-Direct,chinese
這不就是你很喜歡的悟空嗎？,Interrogative-Polar-Direct,chinese
你在哪？,Interrogative-WHInfo-Direct,chinese
你在哪？,Interrogative-WHInfo-Direct,chinese
你怎麼知道？,Interrogative-WHInfo-Direct,chinese
那時我在去了哪裡？,Interrogative-WHInfo-Direct,chinese
怎可能？,Interrogative-WHInfo-Direct,chinese
你知道嗎？,Interrogative-Polar-Direct,chinese
哪有人喜歡黎明？,Interrogative-WHInfo-Direct,chinese
你可以……做我的……筆友嗎？,Interrogative-Polar-Direct,chinese
什麼眾數、平均數、中位數？,Interrogative-WHInfo-Direct,chinese
怎麼分辨？,Interrogative-WHInfo-Direct,chinese
最高頻率那組嗎？,Interrogative-Polar-Direct,chinese
對了，陳奕迅的新碟你聽過了嗎？,Interrogative-Polar-Direct,chinese
關你什麼事？,Interrogative-WHInfo-Direct,chinese
喂，你幹麼？,Interrogative-WHInfo-Direct,chinese
開電視幹什麼？,Interrogative-WHInfo-Direct,chinese
是誰打電話來的？,Interrogative-WHInfo-Direct,chinese
關你什麼事？,Interrogative-WHInfo-Direct,chinese
聽到嗎？,Interrogative-Polar-Direct,chinese
你覺得陳奕迅同楊千嬅最後會一起嗎？,Interrogative-Polar-Direct,chinese
不是蠻合襯嗎？,Interrogative-Polar-Direct,chinese
你說陳奕迅有什麼不好？,Interrogative-WHInfo-Direct,chinese
你沒一起聽嗎？沒一起唱嗎？,Interrogative-Polar-Direct,chinese
傻的嗎？,Interrogative-Polar-Direct,chinese
要用三角形內角總和嗎？,Interrogative-Polar-Direct,chinese
你可以閉嘴嗎？,Interrogative-Polar-Direct,chinese
為什麼要借給你？,Interrogative-WHInfo-Direct,chinese
關我什麼事？,Interrogative-WHInfo-Direct,chinese
你在幹麼？,Interrogative-WHInfo-Direct,chinese
又怎麼了？,Interrogative-WHInfo-Direct,chinese
那你要幹麼？,Interrogative-WHInfo-Direct,chinese
中間不要有空白，明白嗎？,Interrogative-Polar-Direct,chinese
對我有什麼好處？,Interrogative-WHInfo-Direct,chinese
什麼來的？,Interrogative-WHInfo-Direct,chinese
你要我試多少次才行？,Interrogative-WHInfo-Direct,chinese
關我什麼事？,Interrogative-WHInfo-Direct,chinese
關我什麼事？,Interrogative-WHInfo-Direct,chinese
關我什麼事？,Interrogative-WHInfo-Direct,chinese
關我什麼事？,Interrogative-WHInfo-Direct,chinese
有什麼好笑？,Interrogative-WHInfo-Direct,chinese
難度要我不穿拖鞋嗎？,Interrogative-Polar-Direct,chinese
什麼？,Interrogative-WHInfo-Direct,chinese
難度要我不穿拖鞋嗎？,Interrogative-Polar-Direct,chinese
你再大聲說話小心爺爺起床打你，知道嗎？,Interrogative-Polar-Direct,chinese
你想我代爺爺打你嗎？,Interrogative-Polar-Direct,chinese
還敢吵嗎？,Interrogative-Polar-Direct,chinese
那部機還在嗎？,Interrogative-Polar-Direct,chinese
怎會是這樣的？,Interrogative-WHInfo-Direct,chinese
要我幫忙嗎？,Interrogative-Polar-Direct,chinese
弄到哪裏去了？,Interrogative-WHInfo-Direct,chinese
多讀書就自然能有用，對嗎？,Interrogative-Polar-Direct,chinese
家人有說不要開歌檔嗎？,Interrogative-Polar-Direct,chinese
你以前做過什麼呢？,Interrogative-WHInfo-Direct,chinese
當時我為什麼會入這個行業呢？,Interrogative-WHInfo-Direct,chinese
因為我們退休之年，和子女有什麼好談呢？,Interrogative-WHInfo-Direct,chinese
你回去自己想想，你和自己的老豆老母有什麼好談？,Interrogative-WHInfo-Direct,chinese
談兩句就吵架了，對嗎？,Interrogative-Polar-Direct,chinese
你剛說夜總會那年代的廟街跟現在有分別嗎？,Interrogative-Polar-Direct,chinese
現在是怎樣了？結束了嗎？,Interrogative-Polar-Direct,chinese
現在是怎樣了？結束了嗎？,Interrogative-WHInfo-Direct,chinese
家裡的是這個嗎……,Interrogative-Polar-Direct,chinese
你為什麼沒空陪我呢？,Interrogative-WHInfo-Direct,chinese
為什麼你沒空呢？,Interrogative-WHInfo-Direct,chinese
你為什麼沒空？,Interrogative-WHInfo-Direct,chinese
